amount,hour_of_day,day_of_week,payment_method,avg_transaction_amount,transaction_amount_deviation,transactions_last_10min,transactions_last_1hour,transactions_today,merchant_risk_score,first_time_merchant,new_device,device_type,location_distance,card_not_present,international_transaction,fraud
4746.17,20,5,0,1387.58,3358.59,0,3,9,9,0,1,1,431.92,1,0,1
12585.82,13,3,2,7734.2,4851.62,0,4,7,2,1,0,1,335.43,0,0,0
1624.0,11,6,0,3623.63,-1999.63,2,2,14,6,0,0,0,757.02,1,0,0
8647.59,22,2,0,1958.19,6689.4,3,3,9,6,0,1,1,163.15,1,1,1
13172.45,9,6,1,2334.74,10837.71,1,2,5,7,1,1,1,378.67,0,0,0
1551.39,21,1,2,1187.83,363.56,0,2,9,5,0,1,0,213.43,1,0,0
4794.17,19,6,2,1965.8,2828.37,0,1,6,3,0,1,0,182.62,0,1,0
8643.05,14,5,1,6504.15,2138.9,1,1,8,3,1,0,0,715.29,0,1,0
16662.8,6,1,1,6681.78,9981.02,1,5,9,6,0,1,0,195.89,1,0,0
5136.65,8,0,0,2544.62,2592.03,1,2,9,1,0,1,0,416.25,1,1,0
12242.36,9,4,0,19385.79,-7143.43,0,5,6,8,0,0,0,528.83,0,1,0
21531.87,9,0,0,5327.89,16203.98,5,2,5,7,1,1,0,53.09,1,0,1
12640.9,15,5,1,6207.81,6433.09,2,1,20,7,0,1,0,1897.25,1,0,0
7090.19,6,4,2,7194.19,-104.0,1,5,4,6,1,0,0,169.32,0,1,0
10965.99,4,0,0,2680.99,8285.0,2,4,6,3,0,1,0,671.28,1,1,0
5011.02,22,4,1,9287.43,-4276.41,1,3,8,9,0,0,1,426.31,1,0,0
8904.86,2,3,2,1033.65,7871.21,1,1,3,6,1,1,0,221.62,0,0,0
7368.29,17,6,1,1760.27,5608.02,2,6,6,6,0,0,0,64.32,1,1,0
10708.03,10,1,0,2702.35,8005.68,0,2,8,6,1,0,0,636.12,1,0,0
5947.39,14,4,1,5790.19,157.2,1,3,8,6,1,0,1,424.57,0,1,0
11147.64,20,3,1,1485.62,9662.02,0,0,5,6,0,0,1,477.18,1,0,0
5900.57,19,6,1,1624.84,4275.73,0,3,9,4,1,1,0,514.53,1,0,0
15316.01,4,6,1,12822.12,2493.89,2,4,5,2,1,0,1,54.0,0,0,0
6401.04,23,2,2,11725.25,-5324.21,1,4,8,1,0,1,0,242.58,1,1,0
886.11,11,0,0,1424.61,-538.5,2,4,4,8,1,0,0,656.1,0,1,0
3372.94,3,2,2,2481.08,891.86,3,0,9,5,0,0,0,976.33,0,0,0
8452.79,14,5,1,4705.87,3746.92,2,4,8,3,0,0,0,661.98,1,0,0
24514.6,8,3,1,7504.92,17009.68,2,5,9,9,0,1,1,1643.74,0,0,1
14915.49,6,2,0,3400.22,11515.27,0,3,8,3,0,0,0,793.77,1,0,0
658.35,9,2,0,3065.16,-2406.81,3,2,9,5,1,0,0,479.52,1,0,0
1969.11,22,6,2,10761.11,-8792.0,0,3,9,2,0,0,0,332.97,0,1,0
18111.15,12,3,2,2689.99,15421.16,1,5,14,6,1,0,0,149.73,1,0,0
13121.62,7,6,0,3873.04,9248.58,1,0,11,9,0,1,1,1316.65,1,0,1
33263.41,11,1,2,6991.93,26271.48,0,4,10,1,0,0,1,187.47,1,0,0
5705.95,21,4,1,7209.54,-1503.59,1,1,7,3,0,1,0,474.21,0,1,0
3963.29,23,5,1,6685.56,-2722.27,2,6,11,1,0,1,1,968.24,0,0,0
8803.88,18,5,0,6402.93,2400.95,0,3,8,5,0,1,0,755.95,1,0,0
5614.7,0,0,2,5813.98,-199.28,1,4,8,5,1,0,1,174.74,0,1,0
16984.99,15,6,1,4071.17,12913.82,4,1,8,4,0,1,1,145.44,1,0,1
5455.69,21,4,0,9274.72,-3819.03,3,4,6,5,1,1,0,233.92,1,0,0
6709.87,16,0,2,7475.04,-765.17,2,6,11,8,0,0,1,200.65,1,0,0
3477.57,17,5,1,2994.28,483.29,2,2,6,8,1,1,1,346.27,0,0,1
14236.95,10,4,2,3943.24,10293.71,4,6,8,6,1,0,1,355.4,1,1,0
3685.61,17,2,2,1609.23,2076.38,2,4,9,4,0,1,0,377.63,1,0,0
11297.06,6,1,2,3345.7,7951.36,2,4,6,4,1,1,0,459.59,1,1,0
27266.87,17,2,0,1816.42,25450.45,1,3,6,5,1,0,1,327.54,1,0,0
1317.58,7,1,1,9454.45,-8136.87,2,3,10,5,1,1,0,296.74,0,0,0
22200.81,5,6,0,22130.96,69.85,1,2,11,2,0,1,1,146.57,0,1,0
10274.31,6,3,1,1678.33,8595.98,3,3,9,6,1,1,0,467.87,1,0,1
2975.04,22,0,1,4274.3,-1299.26,4,3,10,7,0,0,0,740.54,1,0,0
9059.61,21,0,0,3745.69,5313.92,2,3,4,3,0,0,0,336.62,0,1,0
13950.87,9,3,0,517.49,13433.38,2,2,5,4,0,0,1,1013.03,1,1,0
4201.41,10,4,1,2788.52,1412.89,0,2,7,9,0,1,0,674.31,1,0,1
11762.15,12,3,1,15656.16,-3894.01,0,5,9,4,1,0,0,497.48,1,1,0
23427.79,8,6,1,5502.17,17925.62,0,1,8,7,0,0,0,194.61,1,1,1
5449.86,6,5,2,4329.27,1120.59,3,2,5,2,1,1,0,468.55,1,1,0
3438.64,8,3,1,1841.82,1596.82,2,6,11,5,0,1,0,11.0,1,0,0
7547.47,12,1,0,8575.83,-1028.36,2,4,7,6,0,0,0,1134.07,1,0,0
8698.24,2,5,0,3235.53,5462.71,0,1,6,2,0,0,0,295.68,0,0,0
17579.65,2,3,0,2641.88,14937.77,4,3,6,1,1,1,1,276.91,0,0,1
7354.44,0,0,1,7981.09,-626.65,3,3,11,9,1,0,1,239.42,1,0,0
5870.38,20,2,1,4301.14,1569.24,1,2,9,7,0,0,0,313.24,1,0,0
3358.77,19,1,2,2104.9,1253.87,2,1,9,8,0,1,0,577.71,1,1,1
1565.46,1,6,2,8448.05,-6882.59,2,4,13,5,1,1,0,959.72,0,0,0
2472.1,2,1,0,5359.1,-2887.0,3,5,4,5,1,1,0,161.25,0,1,0
2457.44,14,4,2,8518.12,-6060.68,0,2,11,1,1,1,1,743.22,0,0,0
6767.48,23,2,2,4472.86,2294.62,0,1,15,3,0,1,0,268.89,1,0,0
1909.15,5,1,0,23252.72,-21343.57,1,4,13,7,1,0,0,722.0,1,0,0
7987.75,12,3,1,991.91,6995.84,5,3,11,9,1,0,0,91.45,0,1,1
26872.72,20,1,2,21540.28,5332.44,2,5,9,8,0,0,0,720.98,1,0,0
17925.62,0,1,1,3005.77,14919.85,0,2,4,5,1,1,1,376.75,1,1,0
6715.38,19,1,0,1052.78,5662.6,2,1,11,3,0,1,1,118.71,0,0,0
38425.73,18,4,0,5741.93,32683.8,3,2,10,9,0,0,1,90.52,0,1,1
8721.46,0,1,2,10720.39,-1998.93,0,1,5,4,1,0,0,438.99,0,0,0
9678.48,20,1,0,6641.28,3037.2,2,7,9,9,1,1,0,446.13,0,1,1
7435.79,21,4,0,817.79,6618.0,2,2,7,3,1,1,0,133.18,0,1,0
8123.69,1,5,0,929.57,7194.12,2,6,8,7,0,0,0,938.59,1,0,0
5294.71,14,2,2,1154.43,4140.28,0,3,4,1,0,1,0,474.53,1,1,0
6793.44,13,6,2,2776.02,4017.42,8,1,5,5,0,0,0,976.0,0,1,0
22299.56,18,5,2,1352.44,20947.12,2,4,7,9,1,1,0,99.68,1,1,1
19242.2,10,0,0,3923.66,15318.54,1,7,9,9,1,0,1,400.23,0,1,0
836.0,14,4,1,661.04,174.96,1,0,9,6,0,1,0,676.22,1,0,0
2149.72,5,4,0,4136.64,-1986.92,0,5,4,6,1,0,0,340.32,1,1,0
4253.38,19,1,2,6383.81,-2130.43,0,3,7,3,0,1,1,316.83,1,1,0
15949.77,8,1,1,10703.39,5246.38,0,5,6,9,0,1,1,835.77,1,0,1
19530.85,4,6,1,5665.71,13865.14,1,3,12,1,0,0,1,257.42,1,0,0
13913.64,19,0,2,12302.71,1610.93,1,2,9,7,1,1,1,167.36,0,0,0
2963.48,1,1,1,5673.35,-2709.87,3,3,10,3,0,1,1,277.03,0,1,0
5385.41,5,3,1,1569.38,3816.03,0,2,10,2,1,0,1,408.12,1,1,0
11908.19,17,1,2,3604.25,8303.94,2,5,9,5,1,1,1,1052.16,0,0,0
6876.31,22,1,1,2653.23,4223.08,1,3,8,5,0,1,0,80.08,0,0,0
6140.47,18,3,1,5097.33,1043.14,0,4,10,2,1,0,1,472.64,0,0,0
6213.72,8,0,2,466.09,5747.63,2,2,7,8,0,0,0,389.44,0,1,0
18280.36,20,3,1,11544.16,6736.2,4,1,10,2,1,1,1,359.8,0,1,0
12777.99,23,4,1,7746.27,5031.72,2,5,11,8,1,1,0,229.46,0,1,1
6490.66,5,3,1,4774.11,1716.55,2,4,9,6,0,1,1,114.89,0,1,0
10620.76,13,2,1,22474.07,-11853.31,1,5,13,4,0,1,1,597.55,0,0,0
2585.33,23,4,2,15552.86,-12967.53,1,5,5,3,1,1,0,455.21,0,1,0
5394.08,12,1,0,7224.48,-1830.4,1,3,6,9,0,1,0,100.29,1,1,1
17104.28,10,6,0,4924.8,12179.48,1,5,8,6,1,1,0,132.16,1,0,0
1782.78,11,4,1,3905.89,-2123.11,2,2,7,5,1,0,1,1070.69,0,0,0
12889.12,18,0,2,3669.33,9219.79,2,1,10,3,1,1,1,686.79,0,0,0
824.15,18,0,2,2577.04,-1752.89,2,3,3,3,0,1,1,1058.9,1,1,0
24780.86,20,3,1,2592.24,22188.62,4,6,6,6,1,0,1,338.38,0,0,1
5287.58,18,4,0,4558.89,728.69,1,4,6,4,0,0,1,340.12,1,1,0
11184.38,23,1,1,10162.09,1022.29,3,1,10,4,0,1,0,605.95,1,0,0
9092.63,12,0,2,4517.66,4574.97,4,6,10,8,0,0,0,121.67,0,1,0
9341.67,13,5,2,1285.52,8056.15,2,3,9,2,1,0,1,694.91,0,0,0
10482.27,23,1,0,3747.73,6734.54,1,2,4,6,0,1,1,1124.61,1,0,0
1451.24,17,5,2,1987.56,-536.32,2,0,9,9,1,0,1,237.48,0,0,0
9485.64,11,2,2,13611.1,-4125.46,1,4,5,3,1,0,0,202.0,1,1,0
7201.25,3,5,2,512.47,6688.78,2,1,9,5,0,1,0,278.65,0,1,0
5312.21,9,0,0,4874.79,437.42,3,4,3,7,1,1,0,298.84,0,0,0
4251.37,16,3,2,1808.12,2443.25,0,2,15,1,0,1,0,389.44,0,1,0
9662.51,3,2,1,3902.12,5760.39,2,6,2,8,0,1,0,137.45,0,0,1
3478.98,11,4,0,4816.47,-1337.49,4,2,5,6,0,1,0,239.75,1,1,0
16898.13,12,1,1,8876.2,8021.93,1,2,9,4,1,0,1,481.12,1,1,0
11771.33,3,0,1,3369.31,8402.02,2,6,7,6,0,1,0,610.54,1,0,0
10097.66,9,2,0,4704.72,5392.94,1,5,7,2,0,1,0,678.5,0,1,0
16422.17,2,2,1,11604.01,4818.16,6,1,8,4,0,0,1,233.03,0,1,0
1203.71,14,0,0,11582.19,-10378.48,0,4,4,8,0,0,1,150.09,0,0,0
2502.04,1,4,1,18896.17,-16394.13,1,1,9,4,1,0,0,399.77,1,0,0
12141.32,16,4,0,2121.26,10020.06,2,4,10,5,1,0,1,140.7,1,1,0
4471.69,5,3,2,19102.02,-14630.33,2,3,6,2,1,1,0,57.21,1,0,0
4976.46,7,6,2,3711.93,1264.53,4,3,8,3,1,1,1,698.17,0,0,0
2151.95,2,5,1,13314.31,-11162.36,0,3,10,3,1,0,0,851.25,0,0,0
3488.0,17,4,2,8613.39,-5125.39,2,1,9,2,1,1,1,309.08,0,1,0
17152.62,21,3,0,3219.42,13933.2,1,3,7,8,0,1,1,253.29,1,0,1
11940.51,0,5,1,16578.65,-4638.14,2,2,9,3,1,0,1,234.94,0,0,0
9584.29,15,2,2,12354.92,-2770.63,0,3,8,1,0,1,0,170.66,0,1,0
5142.51,6,0,2,1509.52,3632.99,0,3,11,2,1,0,0,673.57,1,0,0
9145.97,2,4,1,3444.02,5701.95,1,1,12,8,0,0,0,123.47,1,0,0
18170.99,22,3,2,7809.87,10361.12,3,3,7,1,1,0,1,372.69,0,1,0
4568.57,3,2,2,1259.93,3308.64,3,4,10,1,1,0,0,163.68,1,0,0
8109.52,8,4,1,4425.66,3683.86,0,3,9,1,0,1,1,368.1,0,0,0
25786.54,4,1,2,10166.66,15619.88,2,4,9,8,0,1,1,234.25,0,1,1
13787.56,18,6,2,4423.22,9364.34,2,4,7,6,1,1,1,99.96,0,0,0
5204.38,14,2,2,5674.51,-470.13,1,2,4,7,0,1,0,197.6,1,1,0
13026.0,7,4,2,9637.47,3388.53,2,2,10,4,0,0,0,193.03,1,0,0
1751.57,5,2,1,6659.23,-4907.66,3,0,5,8,1,1,0,100.53,1,1,1
7862.04,17,0,0,4396.47,3465.57,2,2,9,2,1,0,0,149.75,0,1,0
13016.11,18,0,0,13173.26,-157.15,1,4,7,9,0,1,0,347.38,1,1,1
11036.3,23,6,2,5246.61,5789.69,1,3,11,4,0,0,1,378.19,0,0,0
12928.66,14,0,2,4820.01,8108.65,0,2,12,1,1,1,1,184.63,1,1,0
14958.51,6,5,0,13012.27,1946.24,4,6,8,2,0,1,0,379.33,0,0,0
11662.63,9,1,2,6851.49,4811.14,1,1,7,8,0,0,0,559.6,0,0,0
11425.5,5,0,0,1873.12,9552.38,1,2,5,9,1,0,1,439.45,1,0,0
9747.13,13,1,1,2097.24,7649.89,2,6,8,5,0,1,0,752.51,0,1,0
3121.72,16,0,1,2642.93,478.79,1,1,7,4,1,0,0,770.22,1,0,0
17147.51,8,5,1,9956.79,7190.72,1,2,10,7,1,0,0,705.59,0,0,0
8080.6,18,2,1,9221.11,-1140.51,3,5,3,2,1,0,1,945.06,0,1,0
13551.88,4,4,1,5593.87,7958.01,2,3,7,7,1,0,0,164.91,0,0,0
15975.71,22,4,1,2122.7,13853.01,5,7,9,9,1,1,0,212.66,0,0,1
5426.4,6,0,0,3635.04,1791.36,1,2,11,2,0,1,0,347.39,0,1,0
5831.55,18,4,2,12129.43,-6297.88,2,2,4,8,0,0,0,221.2,1,1,0
6492.71,19,0,0,4309.08,2183.63,0,1,3,6,0,1,0,503.94,0,1,0
19351.46,6,0,1,4168.36,15183.1,5,0,7,6,1,0,0,708.22,0,1,1
3789.84,23,6,2,2828.76,961.08,0,2,9,4,1,1,0,749.1,1,1,0
21597.69,1,3,2,10177.65,11420.04,1,2,12,9,0,0,0,193.43,1,0,0
9667.57,22,3,1,2476.49,7191.08,1,4,9,8,1,1,1,1197.23,0,0,1
10178.73,15,6,1,8343.67,1835.06,0,1,16,7,1,0,1,98.81,1,1,0
15495.94,12,3,1,3250.72,12245.22,3,6,7,5,0,0,1,144.48,1,1,1
8875.84,7,1,1,7251.22,1624.62,3,3,10,5,1,0,1,276.54,0,1,0
17276.57,5,3,1,6007.75,11268.82,1,6,8,2,0,0,1,347.52,0,1,0
5420.37,5,0,1,4632.25,788.12,1,5,7,5,1,1,0,87.86,1,1,0
21142.61,8,5,2,3737.79,17404.82,0,1,10,3,1,0,0,136.49,0,1,0
5775.73,3,5,1,6476.83,-701.1,5,3,7,7,0,0,1,498.31,0,0,0
21675.81,10,2,1,5959.59,15716.22,0,5,9,9,1,0,0,476.96,0,1,0
5904.66,4,3,2,2952.17,2952.49,1,1,7,6,1,0,1,386.58,0,0,0
6643.55,16,5,0,10986.94,-4343.39,2,4,8,7,1,1,1,552.78,1,0,0
3386.9,19,3,1,9366.05,-5979.15,2,3,9,7,0,1,1,222.38,0,0,0
4294.82,6,2,2,2164.83,2129.99,3,1,9,7,1,1,0,113.96,1,0,0
8111.44,14,5,2,2406.41,5705.03,0,2,4,4,1,1,0,352.83,1,1,0
9938.45,14,0,0,748.35,9190.1,1,3,5,6,1,1,0,654.54,1,0,0
16438.73,13,1,1,8726.43,7712.3,3,2,9,7,0,1,0,461.93,0,1,0
7026.95,12,6,1,3874.07,3152.88,0,3,8,4,1,0,1,74.98,1,1,0
11053.53,10,6,1,4911.58,6141.95,2,3,9,9,1,1,0,500.84,1,0,1
9454.62,12,6,2,2327.83,7126.79,1,3,3,9,1,1,1,106.8,0,0,1
11933.4,21,3,1,4919.72,7013.68,0,3,5,4,1,1,0,133.54,0,0,0
4857.39,23,5,1,6214.07,-1356.68,2,2,8,8,1,1,1,1018.03,0,1,1
5354.22,8,5,1,1432.55,3921.67,5,1,4,8,0,0,1,643.69,1,0,0
4858.98,9,2,1,6112.62,-1253.64,1,1,5,2,0,0,1,529.53,1,1,0
18605.8,3,0,0,5876.68,12729.12,3,4,4,6,1,1,1,355.26,0,1,0
21276.86,16,4,0,12596.89,8679.97,2,2,13,9,0,0,1,409.56,0,0,0
5165.43,13,5,0,6392.49,-1227.06,2,1,9,8,0,0,0,971.68,0,1,0
5252.84,23,1,1,2101.82,3151.02,2,2,9,1,1,0,1,419.68,0,1,0
13122.93,17,2,1,2272.51,10850.42,3,4,5,5,1,0,0,380.55,1,0,1
22845.32,10,5,2,5819.81,17025.51,0,1,7,5,0,1,0,340.6,0,1,0
26131.8,15,5,2,3777.57,22354.23,0,4,5,9,1,0,0,286.87,1,0,0
4970.64,0,2,2,8267.22,-3296.58,1,3,14,2,1,1,1,820.7,1,0,0
6072.89,6,2,1,1372.95,4699.94,3,3,8,5,0,1,0,771.08,0,0,1
10318.14,9,3,0,8995.34,1322.8,0,2,8,1,0,0,0,251.39,0,1,0
10684.04,8,5,0,5674.16,5009.88,1,1,6,8,0,0,1,465.66,1,0,0
7242.53,2,4,0,12811.98,-5569.45,0,3,6,8,0,1,1,216.9,0,1,1
4169.5,21,1,1,4525.31,-355.81,4,0,7,2,1,1,1,534.09,1,0,0
8121.32,22,0,0,2184.99,5936.33,1,2,9,1,0,1,0,307.99,1,1,0
26113.55,13,0,2,1989.21,24124.34,1,4,2,3,0,1,0,299.32,0,1,0
5418.81,14,4,2,6393.24,-974.43,0,1,12,9,0,0,1,303.87,0,0,0
9862.95,1,2,0,1626.69,8236.26,3,0,8,7,1,1,1,103.76,1,1,1
37601.45,23,2,2,18985.85,18615.6,3,0,6,7,0,1,1,378.44,0,1,0
5354.83,13,2,0,4385.38,969.45,2,4,9,4,1,0,0,307.53,0,1,0
13555.36,15,5,0,13747.62,-192.26,1,1,14,5,1,0,0,310.42,1,0,0
26841.05,6,2,2,993.01,25848.04,3,3,5,7,1,1,0,39.17,1,0,1
12757.01,3,2,2,286.52,12470.49,2,4,3,2,0,0,1,107.79,1,1,0
17734.18,17,5,2,2661.34,15072.84,3,1,5,3,1,1,0,242.24,1,0,1
14830.74,23,5,2,6694.76,8135.98,2,3,12,3,1,0,0,196.88,0,0,0
12055.38,4,4,0,5423.82,6631.56,0,2,7,7,0,1,1,506.67,0,0,0
20817.82,5,3,2,3028.6,17789.22,2,3,3,7,1,1,0,402.84,0,0,0
13261.27,6,5,2,6623.92,6637.35,2,2,11,6,1,1,0,221.71,0,0,0
7300.47,14,1,1,4068.5,3231.97,2,2,6,1,1,1,0,1001.29,1,1,0
9316.69,0,2,2,1676.67,7640.02,3,2,9,8,1,0,0,1023.68,1,1,1
10946.83,23,3,2,15156.5,-4209.67,1,2,4,4,1,0,1,577.24,0,0,0
6043.47,3,0,0,256.55,5786.92,1,4,6,8,1,1,1,655.08,0,1,1
9628.74,0,4,0,6024.45,3604.29,1,3,7,7,1,0,1,225.79,0,0,0
8636.69,10,3,1,5167.2,3469.49,2,2,10,1,1,1,1,362.07,0,0,0
13232.91,17,5,2,5270.53,7962.38,2,3,6,7,1,0,0,49.92,1,0,0
31548.66,13,2,2,10345.24,21203.42,1,4,6,4,0,1,1,86.56,1,1,1
10048.98,21,2,2,1935.58,8113.4,0,4,8,5,1,1,1,327.39,1,0,0
23226.07,10,2,2,1840.55,21385.52,2,3,9,6,0,0,1,223.02,1,1,1
12905.41,9,3,2,10363.56,2541.85,0,5,7,5,1,1,1,352.8,1,1,0
9596.86,16,2,2,7728.75,1868.11,0,0,7,2,0,0,0,415.54,0,1,0
5771.03,3,5,1,13227.8,-7456.77,2,1,15,8,0,1,0,657.51,0,1,1
9650.01,23,3,2,4230.82,5419.19,0,2,12,8,0,0,0,287.72,1,0,0
9221.45,14,2,2,4122.06,5099.39,0,4,4,5,0,0,0,534.15,0,1,0
4581.79,15,0,2,9613.74,-5031.95,1,3,8,5,1,1,1,495.41,0,0,0
5221.12,20,0,1,11981.9,-6760.78,1,4,8,7,0,1,1,1133.53,0,0,0
11013.07,12,1,2,1697.0,9316.07,3,2,8,2,0,1,1,660.26,0,0,1
23073.9,8,2,1,18300.65,4773.25,0,0,7,5,0,1,1,918.47,0,0,0
7916.08,10,2,0,3426.6,4489.48,3,1,4,1,1,0,0,136.02,1,1,0
2045.51,10,3,2,5981.63,-3936.12,1,4,8,4,0,1,0,297.05,0,1,0
3326.72,5,3,1,7640.19,-4313.47,2,2,7,8,0,0,1,781.54,0,1,0
13793.02,0,6,0,10542.2,3250.82,0,3,6,1,0,0,0,778.31,0,0,0
2499.93,21,2,1,8536.96,-6037.03,1,6,7,1,1,0,1,148.81,0,1,0
15328.92,5,1,1,5363.0,9965.92,1,3,8,4,1,1,1,746.75,1,1,0
13274.4,12,2,0,8477.37,4797.03,1,2,6,5,1,0,1,807.07,0,1,0
7709.41,21,5,2,3748.57,3960.84,6,2,10,9,1,0,0,161.03,0,1,0
4617.47,23,3,2,3170.74,1446.73,2,2,10,5,1,1,0,523.7,0,1,0
6871.14,21,2,1,5228.27,1642.87,1,5,9,1,0,0,1,124.46,1,1,0
10818.67,4,3,0,11556.33,-737.66,2,3,12,3,0,0,0,329.43,1,1,0
2584.07,14,2,2,7514.52,-4930.45,4,1,8,4,1,1,1,278.72,1,1,0
21558.58,17,4,1,3497.92,18060.66,1,5,11,7,1,1,0,233.92,0,1,0
10747.16,19,3,0,4740.65,6006.51,1,3,9,2,0,0,1,673.46,1,1,0
11643.04,13,1,1,9957.14,1685.9,2,3,8,4,1,0,1,182.72,0,0,0
13208.66,14,4,0,6198.09,7010.57,1,2,12,8,0,1,0,445.9,1,0,1
20194.21,4,5,2,5644.98,14549.23,1,2,8,5,0,0,0,312.43,1,1,1
9667.33,3,2,2,5741.14,3926.19,1,4,7,6,1,1,1,380.03,1,1,0
13798.87,1,6,1,1787.14,12011.73,0,3,3,3,0,0,1,372.84,1,0,0
4685.36,6,5,2,821.48,3863.88,1,6,6,4,0,1,1,185.94,0,0,0
26201.87,9,3,2,10770.01,15431.86,1,0,9,9,1,1,0,1186.5,0,0,1
9187.9,15,4,0,5199.49,3988.41,0,3,9,2,0,0,0,428.03,1,0,0
4664.9,9,5,2,5858.13,-1193.23,3,4,10,3,1,1,1,770.85,1,0,0
5772.29,17,1,0,3594.42,2177.87,2,2,13,2,0,1,0,166.17,1,1,0
1119.29,16,6,0,13380.29,-12261.0,4,2,7,2,0,0,0,72.28,1,0,0
5741.4,20,3,1,3336.19,2405.21,0,2,4,9,1,0,1,796.6,1,0,0
436.5,12,4,0,4039.41,-3602.91,0,2,12,8,1,1,1,760.5,1,1,1
14504.39,0,5,2,10619.88,3884.51,2,1,6,7,1,1,1,489.95,0,0,0
11392.39,0,4,0,3430.64,7961.75,1,5,7,9,0,0,1,164.12,0,0,0
3520.24,14,4,0,5924.81,-2404.57,2,2,5,8,0,1,1,84.63,0,1,1
8029.14,0,5,1,1456.36,6572.78,0,2,6,9,1,1,0,684.59,0,0,1
8310.1,5,0,2,2353.86,5956.24,2,1,9,2,1,1,1,956.72,1,1,0
2869.51,12,2,2,1235.49,1634.02,0,6,5,7,1,1,0,479.22,1,0,0
6986.84,0,3,2,5395.58,1591.26,2,2,7,9,0,1,1,825.61,1,1,1
8508.09,4,3,0,5664.79,2843.3,2,2,10,9,0,1,1,568.26,0,0,1
6837.47,8,6,2,5921.91,915.56,1,3,6,8,0,0,0,738.42,1,0,0
4660.82,16,6,2,4154.48,506.34,0,5,6,1,0,0,0,678.56,0,0,0
3395.83,15,6,0,4335.62,-939.79,0,1,6,3,1,0,0,187.97,1,1,0
6647.35,7,3,1,2924.57,3722.78,2,6,7,8,1,1,0,478.21,0,1,1
5163.4,16,4,1,3731.41,1431.99,2,5,13,3,1,0,1,958.87,1,0,0
12602.69,14,6,0,1535.17,11067.52,4,6,6,4,1,0,0,128.36,1,0,1
21022.86,23,5,1,6612.97,14409.89,1,5,8,2,1,1,0,165.28,0,0,0
15840.12,0,2,1,8824.19,7015.93,2,3,8,3,1,0,0,135.15,1,0,0
8724.2,11,1,1,4452.16,4272.04,2,3,8,5,1,0,0,417.14,0,1,0
4816.08,4,3,2,4350.38,465.7,0,2,7,6,1,0,0,595.21,1,0,0
15550.3,23,5,1,5409.6,10140.7,2,3,12,6,1,0,1,692.79,1,0,0
13142.51,5,2,2,13137.27,5.24,0,6,5,7,0,1,0,631.23,0,1,0
20057.59,0,2,1,4748.11,15309.48,1,5,3,8,1,1,0,393.02,0,1,1
9675.02,0,0,2,5072.15,4602.87,0,2,9,6,0,1,0,398.24,1,1,0
25311.97,9,5,0,22974.87,2337.1,3,1,12,6,1,0,0,432.17,0,0,0
9677.24,9,3,0,4230.3,5446.94,2,7,10,2,0,0,1,136.02,1,0,0
4796.04,2,6,1,6490.1,-1694.06,4,4,8,3,1,1,1,197.05,1,1,0
5583.85,16,4,2,6293.5,-709.65,2,2,6,6,0,0,1,450.37,0,0,0
12184.32,18,6,0,3798.73,8385.59,1,3,7,6,1,1,0,318.14,1,0,0
5151.58,10,2,0,6803.31,-1651.73,0,5,6,6,0,1,1,326.16,0,1,0
25198.14,17,2,0,1322.49,23875.65,0,2,12,4,0,1,1,738.89,1,0,0
11479.0,1,1,0,4340.49,7138.51,1,2,3,2,0,0,1,357.26,1,0,0
8581.06,8,6,1,2303.96,6277.1,1,3,10,8,1,1,0,240.93,0,0,1
9132.39,23,0,2,6928.14,2204.25,1,5,7,2,1,1,0,124.27,1,1,0
6779.93,16,2,0,1112.26,5667.67,4,3,8,3,0,0,1,705.5,0,1,1
1536.57,13,2,1,8008.83,-6472.26,0,3,9,1,0,1,1,694.8,0,1,0
5587.31,3,4,0,223.01,5364.3,2,2,9,9,1,1,0,224.47,0,1,1
23181.78,16,4,0,6607.93,16573.85,2,4,8,3,0,0,0,202.31,1,1,1
9867.75,16,1,0,1972.54,7895.21,0,7,8,2,0,1,0,149.72,0,1,0
17084.36,11,5,0,3040.29,14044.07,1,1,7,6,1,1,0,246.5,1,1,0
17415.48,19,1,1,4170.23,13245.25,1,3,6,8,0,1,1,248.2,1,0,1
8087.23,17,1,2,13782.32,-5695.09,0,3,9,4,1,1,1,705.97,0,0,0
13293.09,2,4,1,1951.3,11341.79,1,3,6,1,1,1,1,345.59,0,0,0
1737.53,10,6,1,4892.27,-3154.74,2,2,10,7,0,0,1,193.46,1,0,0
21959.74,17,6,1,11282.9,10676.84,1,1,8,3,0,1,1,789.53,1,1,1
20793.26,3,6,0,5063.27,15729.99,2,4,13,5,1,0,1,89.28,1,1,1
11946.36,16,5,2,7341.97,4604.39,3,4,8,2,0,1,0,38.78,0,1,0
10131.77,17,4,0,10235.42,-103.65,0,6,7,8,0,0,1,678.74,0,1,0
8169.47,4,0,1,2980.16,5189.31,3,3,10,3,1,1,1,442.84,1,1,0
18426.78,13,3,0,3290.08,15136.7,0,3,8,9,1,0,0,565.86,1,0,0
14373.08,9,3,2,1919.75,12453.33,2,3,17,1,1,0,1,95.68,1,1,0
6205.9,14,0,2,11374.76,-5168.86,0,3,7,6,1,1,0,185.9,0,0,0
2993.98,0,6,0,15210.22,-12216.24,2,6,7,3,1,0,1,762.36,1,1,0
2458.57,15,3,1,1442.33,1016.24,2,5,8,4,1,1,1,613.97,0,0,0
